Date, Thread, Level, Logger, Message
2024-05-30T13:30:50.658, [MessageBroker-1], INFO , o.s.w.s.c.WebSocketMessageBrokerStats, "WebSocketSession[1 current WS(1)-HttpStream(0)-HttpPoll(0), 2 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(2)-CONNECTED(2)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 8, active threads = 0, queued tasks = 0, completed tasks = 15], outboundChannel[pool size = 8, active threads = 0, queued tasks = 0, completed tasks = 53], sockJsScheduler[pool size = 4, active threads = 1, queued tasks = 2, completed tasks = 10]"
2024-05-30T13:30:51.903, [ForkJoinPool-1-worker-12], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: http://facebook.com/biz/directory/ Status code: 200"
2024-05-30T13:30:52.941, [ForkJoinPool-1-worker-12], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: http://facebook.com/votinginformationcenter/?entry_point=c2l0ZQ%3D%3D Status code: 200"
2024-05-30T13:30:53.805, [ForkJoinPool-1-worker-12], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: http://facebook.com/groups/discover/ Status code: 200"
2024-05-30T13:30:55.625, [ForkJoinPool-1-worker-12], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: http://facebook.com/ad_campaign/landing.php?placement=pflo&campaign_id=402047449186&nav_source=unknown&extra_1=auto Status code: 200"
2024-05-30T13:30:58.139, [ForkJoinPool-1-worker-12], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: http://facebook.com/careers/?ref=pf Status code: 200"
2024-05-30T13:30:59.304, [ForkJoinPool-1-worker-12], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: http://facebook.com/policies/cookies/ Status code: 200"
2024-05-30T13:31:00.428, [ForkJoinPool-1-worker-12], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: http://facebook.com/policies?ref=pf Status code: 200"
2024-05-30T13:31:01.239, [ForkJoinPool-1-worker-12], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: http://facebook.com/help/?ref=pf Status code: 200"
2024-05-30T13:31:02.046, [ForkJoinPool-1-worker-12], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: http://facebook.com/help/637205020878504 Status code: 200"
2024-05-30T13:31:03.223, [ForkJoinPool-1-worker-12], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: http://facebook.com/settings Status code: 200"
2024-05-30T13:31:04.125, [ForkJoinPool-1-worker-12], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: http://facebook.com/allactivity?privacy_source=activity_log_top_menu Status code: 200"
2024-05-30T13:31:04.509, [ForkJoinPool-1-worker-12], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.instagram.com%2F&h=AT2JKZAmX12YttCQu6lOH1JBo8pyy1leXZK87CpdFrrmrvzY1OetAKtqOBKTK1mQTvUUmMv7q4YAuFW7BrAMpiWJXV2LzJ0of6ck90geZWQ_cj6mG7ljAW_uchCXHg1EEe79hJ37n_6EkRwo Status code: 200"
2024-05-30T13:31:04.636, [ForkJoinPool-1-worker-1], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://kn-in.facebook.com/# Status code: 200"
2024-05-30T13:31:04.995, [ForkJoinPool-1-worker-12], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://ur-pk.facebook.com/# Status code: 200"
2024-05-30T13:31:05.061, [ForkJoinPool-1-worker-1], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://kn-in.facebook.com/reg/ Status code: 200"
