Date, Thread, Level, Logger, Message
2024-05-30T13:23:50.052, [ForkJoinPool-1-worker-13], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://en-gb.facebook.com/careers/?ref=pf Status code: 200"
2024-05-30T13:23:50.453, [ForkJoinPool-1-worker-1], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://facebook.com/climateride Status code: 200"
2024-05-30T13:23:50.655, [ForkJoinPool-1-worker-10], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://te-in.facebook.com/policies?ref=pf Status code: 200"
2024-05-30T13:23:50.713, [ForkJoinPool-1-worker-13], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://en-gb.facebook.com/policies/cookies/ Status code: 200"
2024-05-30T13:23:50.839, [ForkJoinPool-1-worker-2], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: http://facebook.com/donate/1312158776148747/?fundraiser_source=fundraiser_hub_about_seo_card Status code: 200"
2024-05-30T13:23:50.996, [ForkJoinPool-1-worker-10], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://te-in.facebook.com/help/?ref=pf Status code: 200"
2024-05-30T13:23:51.201, [ForkJoinPool-1-worker-1], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://facebook.com/chadtoughfoundation Status code: 200"
2024-05-30T13:23:51.355, [ForkJoinPool-1-worker-10], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://te-in.facebook.com/help/637205020878504 Status code: 200"
2024-05-30T13:23:51.476, [ForkJoinPool-1-worker-13], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://en-gb.facebook.com/policies?ref=pf Status code: 200"
2024-05-30T13:23:51.604, [ForkJoinPool-1-worker-2], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: http://facebook.com/donate/714108474122083/?fundraiser_source=fundraiser_hub_about_seo_card Status code: 200"
2024-05-30T13:23:51.838, [ForkJoinPool-1-worker-1], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://facebook.com/nationalmssociety Status code: 200"
2024-05-30T13:23:51.848, [ForkJoinPool-1-worker-13], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://en-gb.facebook.com/help/?ref=pf Status code: 200"
2024-05-30T13:23:51.997, [ForkJoinPool-1-worker-10], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://te-in.facebook.com/settings Status code: 200"
2024-05-30T13:23:52.180, [ForkJoinPool-1-worker-1], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://www.facebook.com/dbosnak Status code: 200"
2024-05-30T13:23:52.256, [ForkJoinPool-1-worker-13], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://en-gb.facebook.com/help/637205020878504 Status code: 200"
2024-05-30T13:23:52.353, [ForkJoinPool-1-worker-10], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: https://te-in.facebook.com/allactivity?privacy_source=activity_log_top_menu Status code: 200"
2024-05-30T13:23:52.397, [ForkJoinPool-1-worker-2], INFO , c.r.a.s.BrokenLinkDetectionService, "Valid link: http://facebook.com/donate/1497588960992425/?fundraiser_source=fundraiser_hub_about_seo_card Status code: 200"
